step,direction,slope,cum_distance
10.772199602025278,2.994660728166545,-0.18357284904631754,1120.1093381970913
10.772198990132901,2.994660719756598,0.0,1130.8815371872242
10.772198381416958,2.994660711383829,0.0,1141.6537355686412
10.772197773406832,2.994660702934435,0.0,1152.425933342048
10.77219716539683,2.9946606945082013,0.0,1163.1981305074448
10.772196555622022,2.99466068610756,0.0,1173.9703270630669
10.772195944788404,2.994660677681307,0.0,1184.7425230078552
10.09672731036796,3.0218555916356338,0.0,1194.839250318223
10.096726872404268,3.0218555863453895,0.0,1204.9359771906275
10.096726431617112,3.021855581053519,0.0,1215.0327036222445
10.096725993653454,3.021855575867721,0.0,1225.129429615898
10.096725551454428,3.021855570523613,0.0,1235.2261551673525
10.096725112785009,3.0218555652325394,0.0,1245.3228802801375
10.096724674468426,3.021855560011909,0.0,1255.419604954606
