step,direction,elevation,slope
2148.7373748154464,0.30973207185521967,7.0,0.0
2147.3276237351392,1.2779505117866026,6.0,-0.0004656951221353749
2138.3755858977784,0.41289252259548065,5.0,-0.000467644695625422
2140.9304628569907,1.1313657018875345,4.0,-0.00046708663235401764
2139.712724430515,0.5621827772070356,5.0,0.00046735245745017017
2143.2135121354013,0.9785266233857507,4.0,-0.00046658907026190085
2147.7800995172997,0.7074597796148484,6.0,0.0009311940270093236
2140.514551341937,0.8437042502489556,6.0,0.0
2138.3597922163403,0.8443162431735377,6.0,0.0
2144.7310470079174,0.7056142991363716,6.0,0.0
2144.201284845046,0.9832779960489032,6.0,0.0
2138.794470069226,0.603857649640247,6.0,0.0
2146.947242399429,1.1133746274760588,6.0,0.0
2149.216263512013,0.5022084189328421,7.0,0.000465285889083079
2148.3114277557142,1.2224562249525306,6.0,-0.0004654818603486527
2152.1760193193763,0.4114357154300066,7.0,0.00046464600990965836
2138.9768729977045,1.3583892732885712,6.0,-0.00046751323617563636
2148.7373748154464,0.30973207185521967,7.0,0.00046538958726209586
2147.3276237351392,1.2779505117866026,6.0,-0.0004656951221353749
2138.3755858977784,0.41289252259548065,5.0,-0.000467644695625422
2140.9304628569907,1.1313657018875345,4.0,-0.00046708663235401764
2139.712724430515,0.5621827772070356,5.0,0.00046735245745017017
2143.2135121354013,0.9785266233857507,4.0,-0.00046658907026190085
2147.7800995172997,0.7074597796148484,6.0,0.0009311940270093236
2140.514551341937,0.8437042502489556,6.0,0.0
2138.3597922163403,0.8443162431735377,6.0,0.0
2144.7310470079174,0.7056142991363716,6.0,0.0
2144.201284845046,0.9832779960489032,6.0,0.0
2138.794470069226,0.603857649640247,6.0,0.0
2146.947242399429,1.1133746274760588,6.0,0.0
2149.216263512013,0.5022084189328421,7.0,0.000465285889083079
2148.3114277557142,1.2224562249525306,6.0,-0.0004654818603486527
2152.1760193193763,0.4114357154300066,7.0,0.00046464600990965836
2138.9768729977045,1.3583892732885712,6.0,-0.00046751323617563636
2148.7373748154464,0.30973207185521967,7.0,0.00046538958726209586
2147.3276237351392,1.2779505117866026,6.0,-0.0004656951221353749
2138.3755858977784,0.41289252259548065,5.0,-0.000467644695625422
2140.9304628569907,1.1313657018875345,4.0,-0.00046708663235401764
2139.712724430515,0.5621827772070356,5.0,0.00046735245745017017
2143.2135121354013,0.9785266233857507,4.0,-0.00046658907026190085
2147.7800995172997,0.7074597796148484,6.0,0.0009311940270093236
2140.514551341937,0.8437042502489556,6.0,0.0
2138.3597922163403,0.8443162431735377,6.0,0.0
2144.7310470079174,0.7056142991363716,6.0,0.0
2144.201284845046,0.9832779960489032,6.0,0.0
2138.794470069226,0.603857649640247,6.0,0.0
2146.947242399429,1.1133746274760588,6.0,0.0
2149.216263512013,0.5022084189328421,7.0,0.000465285889083079
2148.3114277557142,1.2224562249525306,6.0,-0.0004654818603486527
2152.1760193193763,0.4114357154300066,7.0,0.00046464600990965836
2138.9768729977045,1.3583892732885712,6.0,-0.00046751323617563636
2148.7373748154464,0.30973207185521967,7.0,0.00046538958726209586
2147.3276237351392,1.2779505117866026,6.0,-0.0004656951221353749
2138.3755858977784,0.41289252259548065,5.0,-0.000467644695625422
2140.9304628569907,1.1313657018875345,4.0,-0.00046708663235401764
2139.712724430515,0.5621827772070356,5.0,0.00046735245745017017
2143.2135121354013,0.9785266233857507,4.0,-0.00046658907026190085
2147.7800995172997,0.7074597796148484,6.0,0.0009311940270093236
2140.514551341937,0.8437042502489556,6.0,0.0
2138.3597922163403,0.8443162431735377,6.0,0.0
2144.7310470079174,0.7056142991363716,6.0,0.0
2144.201284845046,0.9832779960489032,6.0,0.0
2138.794470069226,0.603857649640247,6.0,0.0
2146.947242399429,1.1133746274760588,6.0,0.0
2149.216263512013,0.5022084189328421,7.0,0.000465285889083079
2148.3114277557142,1.2224562249525306,6.0,-0.0004654818603486527
2152.1760193193763,0.4114357154300066,7.0,0.00046464600990965836
2138.9768729977045,1.3583892732885712,6.0,-0.00046751323617563636
2148.7373748154464,0.30973207185521967,7.0,0.00046538958726209586
2147.3276237351392,1.2779505117866026,6.0,-0.0004656951221353749
2138.3755858977784,0.41289252259548065,5.0,-0.000467644695625422
2140.9304628569907,1.1313657018875345,4.0,-0.00046708663235401764
2139.712724430515,0.5621827772070356,5.0,0.00046735245745017017
2143.2135121354013,0.9785266233857507,4.0,-0.00046658907026190085
2147.7800995172997,0.7074597796148484,6.0,0.0009311940270093236
2140.514551341937,0.8437042502489556,6.0,0.0
2138.3597922163403,0.8443162431735377,6.0,0.0
2144.7310470079174,0.7056142991363716,6.0,0.0
2144.201284845046,0.9832779960489032,6.0,0.0
2138.794470069226,0.603857649640247,6.0,0.0
2146.947242399429,1.1133746274760588,6.0,0.0
2149.216263512013,0.5022084189328421,7.0,0.000465285889083079
2148.3114277557142,1.2224562249525306,6.0,-0.0004654818603486527
2152.1760193193763,0.4114357154300066,7.0,0.00046464600990965836
2138.9768729977045,1.3583892732885712,6.0,-0.00046751323617563636
2148.7373748154464,0.30973207185521967,7.0,0.00046538958726209586
2147.3276237351392,1.2779505117866026,6.0,-0.0004656951221353749
2138.3755858977784,0.41289252259548065,5.0,-0.000467644695625422
2140.9304628569907,1.1313657018875345,4.0,-0.00046708663235401764
2139.712724430515,0.5621827772070356,5.0,0.00046735245745017017
2143.2135121354013,0.9785266233857507,4.0,-0.00046658907026190085
2147.7800995172997,0.7074597796148484,6.0,0.0009311940270093236
2140.514551341937,0.8437042502489556,6.0,0.0
2138.3597922163403,0.8443162431735377,6.0,0.0
2144.7310470079174,0.7056142991363716,6.0,0.0
2144.201284845046,0.9832779960489032,6.0,0.0
2138.794470069226,0.603857649640247,6.0,0.0
2146.947242399429,1.1133746274760588,6.0,0.0
2149.216263512013,0.5022084189328421,7.0,0.000465285889083079
2148.3114277557142,1.2224562249525306,6.0,-0.0004654818603486527
2152.1760193193763,0.4114357154300066,7.0,0.00046464600990965836
2138.9768729977045,1.3583892732885712,6.0,-0.00046751323617563636
2148.7373748154464,0.30973207185521967,7.0,0.00046538958726209586
2147.3276237351392,1.2779505117866026,6.0,-0.0004656951221353749
2138.3755858977784,0.41289252259548065,5.0,-0.000467644695625422
2140.9304628569907,1.1313657018875345,4.0,-0.00046708663235401764
2139.712724430515,0.5621827772070356,5.0,0.00046735245745017017
2143.2135121354013,0.9785266233857507,4.0,-0.00046658907026190085
2147.7800995172997,0.7074597796148484,6.0,0.0009311940270093236
2140.514551341937,0.8437042502489556,6.0,0.0
2138.3597922163403,0.8443162431735377,6.0,0.0
2144.7310470079174,0.7056142991363716,6.0,0.0
2144.201284845046,0.9832779960489032,6.0,0.0
2138.794470069226,0.603857649640247,6.0,0.0
2146.947242399429,1.1133746274760588,6.0,0.0
2149.216263512013,0.5022084189328421,7.0,0.000465285889083079
2148.3114277557142,1.2224562249525306,6.0,-0.0004654818603486527
2152.1760193193763,0.4114357154300066,7.0,0.00046464600990965836
2138.9768729977045,1.3583892732885712,6.0,-0.00046751323617563636
2148.7373748154464,0.30973207185521967,7.0,0.00046538958726209586
2147.3276237351392,1.2779505117866026,6.0,-0.0004656951221353749
2138.3755858977784,0.41289252259548065,5.0,-0.000467644695625422
2140.9304628569907,1.1313657018875345,4.0,-0.00046708663235401764
2139.712724430515,0.5621827772070356,5.0,0.00046735245745017017
2143.2135121354013,0.9785266233857507,4.0,-0.00046658907026190085
2147.7800995172997,0.7074597796148484,6.0,0.0009311940270093236
2140.514551341937,0.8437042502489556,6.0,0.0
2138.3597922163403,0.8443162431735377,6.0,0.0
2144.7310470079174,0.7056142991363716,6.0,0.0
2144.201284845046,0.9832779960489032,6.0,0.0
2138.794470069226,0.603857649640247,6.0,0.0
2146.947242399429,1.1133746274760588,6.0,0.0
2149.216263512013,0.5022084189328421,7.0,0.000465285889083079
2148.3114277557142,1.2224562249525306,6.0,-0.0004654818603486527
2152.1760193193763,0.4114357154300066,7.0,0.00046464600990965836
2138.9768729977045,1.3583892732885712,6.0,-0.00046751323617563636
2148.7373748154464,0.30973207185521967,7.0,0.00046538958726209586
2147.3276237351392,1.2779505117866026,6.0,-0.0004656951221353749
2138.3755858977784,0.41289252259548065,5.0,-0.000467644695625422
2140.9304628569907,1.1313657018875345,4.0,-0.00046708663235401764
2139.712724430515,0.5621827772070356,5.0,0.00046735245745017017
2143.2135121354013,0.9785266233857507,4.0,-0.00046658907026190085
2147.7800995172997,0.7074597796148484,6.0,0.0009311940270093236
2140.514551341937,0.8437042502489556,6.0,0.0
2138.3597922163403,0.8443162431735377,6.0,0.0
2144.7310470079174,0.7056142991363716,6.0,0.0
2144.201284845046,0.9832779960489032,6.0,0.0
2138.794470069226,0.603857649640247,6.0,0.0
2146.947242399429,1.1133746274760588,6.0,0.0
1299.0193126141555,1.1741432498765823,6.0,0.0
